Date,Open,High,Low,Close,Adj Close,Volume
2014-07-28,14.950000,15.466667,14.760000,14.988000,14.988000,97714500
2014-07-29,15.107333,15.220000,14.990667,15.000667,15.000667,50736000
2014-07-30,14.794667,15.306667,14.736000,15.261333,15.261333,73917000
2014-07-31,15.284000,15.426667,14.766667,14.886667,14.886667,116236500
2014-08-01,15.072667,15.833333,15.066667,15.551333,15.551333,178437000
2014-08-04,15.625333,16.033333,15.551333,15.901333,15.901333,89395500
2014-08-05,15.831333,16.199333,15.712667,15.899333,15.899333,80829000
2014-08-06,15.926667,16.761333,15.905333,16.595333,16.595333,138739500
2014-08-07,16.674667,17.112667,16.608000,16.826000,16.826000,112183500
2014-08-08,16.743999,16.784000,16.433332,16.542000,16.542000,76351500
2014-08-11,17.032000,17.582666,17.000000,17.288000,17.288000,121519500
2014-08-12,17.205334,17.353333,16.972000,17.330667,17.330667,95734500
2014-08-13,17.467333,17.709333,17.307333,17.354000,17.354000,103989000
2014-08-14,17.499332,17.533333,17.100000,17.425333,17.425333,61899000
2014-08-15,17.431999,17.472668,17.233334,17.467333,17.467333,58018500
2014-08-18,17.549999,17.817333,17.316668,17.329332,17.329332,87738000
2014-08-19,17.257999,17.288668,16.774668,17.117332,17.117332,80022000
2014-08-20,16.978001,17.249332,16.866667,17.047333,17.047333,45418500
2014-08-21,17.101334,17.253332,16.884001,16.955999,16.955999,43734000
2014-08-22,16.969334,17.129999,16.840668,17.118668,17.118668,42501000
2014-08-25,17.212667,17.578667,17.212667,17.503332,17.503332,64771500
2014-08-26,17.665333,17.700001,17.444000,17.449333,17.449333,57270000
2014-08-27,17.566668,17.615999,17.352667,17.549999,17.549999,44776500
2014-08-28,17.459333,17.632000,17.442667,17.590668,17.590668,42673500
2014-08-29,17.913334,18.133333,17.834000,17.980000,17.980000,96706500
2014-09-02,18.366667,18.992666,18.286667,18.941334,18.941334,147786000
2014-09-03,19.177999,19.200001,18.673332,18.746000,18.746000,101584500
2014-09-04,18.934000,19.427999,18.693333,19.069332,19.069332,125125500
2014-09-05,18.836666,18.860001,18.167334,18.492666,18.492666,167548500
2014-09-08,18.507999,18.992001,18.501333,18.807333,18.807333,82524000
2014-09-09,18.865999,19.032667,18.466667,18.565332,18.565332,68382000
2014-09-10,18.633333,18.760668,18.243999,18.740000,18.740000,56719500
2014-09-11,18.697332,18.986000,18.575333,18.687332,18.687332,56491500
2014-09-12,18.700001,18.826000,18.466667,18.613333,18.613333,49869000
2014-09-15,18.291332,18.293333,16.608667,16.924000,16.924000,246831000
2014-09-16,17.010000,17.497334,16.827999,17.382668,17.382668,124501500
2014-09-17,17.493999,17.646667,17.299999,17.425333,17.425333,77665500
2014-09-18,17.557333,17.706667,17.488001,17.587999,17.587999,55389000
2014-09-19,17.199333,17.428667,17.018000,17.288000,17.288000,102163500
2014-09-22,17.000000,17.068001,16.313999,16.668667,16.668667,123211500
2014-09-23,16.348000,16.920000,16.333332,16.694000,16.694000,84880500
2014-09-24,16.741333,16.856001,16.469334,16.809334,16.809334,56242500
2014-09-25,16.834667,16.997334,16.406668,16.463333,16.463333,72513000
2014-09-26,16.549999,16.648666,16.404667,16.440001,16.440001,56931000
2014-09-29,16.266666,16.576000,16.091999,16.350668,16.350668,72790500
2014-09-30,16.461332,16.510000,16.007999,16.178667,16.178667,63574500
2014-10-01,16.146667,16.177334,15.710000,16.016001,16.016001,89125500
2014-10-02,16.680000,16.852667,16.357332,16.761333,16.761333,134973000
2014-10-03,16.870667,17.100000,16.735332,17.014000,17.014000,81094500
2014-10-06,17.275333,17.499332,17.186666,17.374666,17.374666,115699500
2014-10-07,17.235332,17.430668,17.048668,17.304667,17.304667,67282500
2014-10-08,17.340000,17.525333,16.842667,17.285334,17.285334,75826500
2014-10-09,17.483334,17.702667,16.959999,17.134001,17.134001,110419500
2014-10-10,16.309334,16.392668,15.680000,15.794000,15.794000,193324500
2014-10-13,15.904667,15.930667,14.733333,14.972667,14.972667,169030500
2014-10-14,15.216667,15.498000,14.866667,15.137333,15.137333,106579500
2014-10-15,14.666667,15.399333,14.488000,15.313333,15.313333,137209500
2014-10-16,14.648000,15.328000,14.606667,15.090000,15.090000,80989500
2014-10-17,15.558667,15.651333,15.103333,15.165333,15.165333,158241000
2014-10-20,15.114667,15.493333,15.034000,15.364667,15.364667,52416000
2014-10-21,15.618000,15.692667,15.386667,15.689333,15.689333,61954500
2014-10-22,15.546000,15.826000,15.370667,15.406667,15.406667,61749000
2014-10-23,15.644000,15.752000,15.466667,15.686000,15.686000,52386000
2014-10-24,15.751333,15.853333,15.413333,15.682667,15.682667,51949500
2014-10-27,15.616667,15.640667,14.687333,14.778000,14.778000,143299500
2014-10-28,15.306667,16.306667,15.216667,16.184668,16.184668,157744500
2014-10-29,16.075333,16.100000,15.709333,15.873333,15.873333,74437500
2014-10-30,15.876000,16.033333,15.670667,15.910667,15.910667,48426000
2014-10-31,16.167334,16.208000,15.916667,16.113333,16.113333,56629500
2014-11-03,16.200001,16.504000,16.087999,16.172667,16.172667,63057000
2014-11-04,16.032667,16.156668,15.768667,15.928667,15.928667,55239000
2014-11-05,16.066668,16.090668,15.368667,15.398000,15.398000,135688500
2014-11-06,15.632667,16.445999,15.233333,16.081333,16.081333,230320500
2014-11-07,16.146000,16.189333,15.813333,16.013332,16.013332,77415000
2014-11-10,15.940667,16.191999,15.786667,16.128668,16.128668,68658000
2014-11-11,16.170000,16.788000,16.133333,16.738667,16.738667,119232000
2014-11-12,16.648001,16.822666,16.372000,16.606667,16.606667,88062000
2014-11-13,16.708000,17.049999,16.683332,16.780001,16.780001,93540000
2014-11-14,16.666668,17.256666,16.566668,17.245333,17.245333,91516500
2014-11-17,17.166000,17.266666,16.801332,16.931999,16.931999,60385500
2014-11-18,17.057333,17.332666,17.034000,17.180000,17.180000,67095000
2014-11-19,16.707333,16.792000,16.373333,16.516001,16.516001,118777500
2014-11-20,16.530001,16.728666,16.400000,16.580667,16.580667,53808000
2014-11-21,16.813999,16.851999,16.144667,16.185333,16.185333,112276500
2014-11-24,16.346666,16.506666,16.042667,16.448000,16.448000,71845500
2014-11-25,16.490000,16.648001,16.406000,16.539333,16.539333,47397000
2014-11-26,16.556000,16.600000,16.440001,16.562668,16.562668,29718000
2014-11-28,16.356667,16.445999,16.167999,16.301332,16.301332,31795500
2014-12-01,16.077333,16.164667,15.267333,15.442667,15.442667,129291000
2014-12-02,15.638000,15.658667,15.200000,15.428667,15.428667,88305000
2014-12-03,15.083333,15.314667,15.033333,15.286667,15.286667,79615500
2014-12-04,15.240000,15.393333,15.187333,15.218667,15.218667,57834000
2014-12-05,15.244667,15.292667,14.817333,14.914000,14.914000,90954000
2014-12-08,14.769333,14.990667,14.156000,14.290667,14.290667,138384000
2014-12-09,13.956000,14.515333,13.618000,14.459333,14.459333,141472500
2014-12-10,14.275333,14.451333,13.846667,13.989333,13.989333,109711500
2014-12-11,14.035333,14.362000,13.882000,13.925333,13.925333,100416000
2014-12-12,13.654667,14.112000,13.633333,13.800000,13.800000,107607000
2014-12-15,13.952667,13.986667,13.511333,13.602667,13.602667,78274500
2014-12-16,13.392667,13.578667,13.024667,13.187333,13.187333,126391500
2014-12-17,12.870667,13.776667,12.843333,13.721333,13.721333,110517000
2014-12-18,14.158667,14.562667,14.120000,14.550667,14.550667,112249500
2014-12-19,14.679333,14.693333,14.300000,14.619333,14.619333,103657500
2014-12-22,14.666667,14.937333,14.550667,14.840000,14.840000,71991000
2014-12-23,14.920667,14.954667,14.634667,14.731333,14.731333,67585500
2014-12-24,14.651333,14.833333,14.616667,14.817333,14.817333,19983000
2014-12-26,14.767333,15.233333,14.766667,15.188000,15.188000,49905000
2014-12-29,15.126667,15.194000,14.934667,15.047333,15.047333,42037500
2014-12-30,14.932667,15.043333,14.760000,14.815333,14.815333,43548000
2014-12-31,14.872667,15.045333,14.816667,14.827333,14.827333,34462500
2015-01-02,14.858000,14.883333,14.217333,14.620667,14.620667,71466000
2015-01-05,14.303333,14.433333,13.810667,14.006000,14.006000,80527500
2015-01-06,14.004000,14.280000,13.614000,14.085333,14.085333,93928500
2015-01-07,14.223333,14.318667,13.985333,14.063333,14.063333,44526000
2015-01-08,14.187333,14.253333,14.000667,14.041333,14.041333,51637500
2015-01-09,13.928000,13.998667,13.664000,13.777333,13.777333,70024500
2015-01-12,13.536667,13.631333,13.283333,13.480667,13.480667,89254500
2015-01-13,13.554667,13.840667,13.394000,13.616667,13.616667,67159500
2015-01-14,12.388667,13.013333,12.333333,12.846000,12.846000,173278500
2015-01-15,12.966000,13.050000,12.666667,12.791333,12.791333,78247500
2015-01-16,12.713333,12.966000,12.643333,12.871333,12.871333,54048000
2015-01-20,12.924667,12.941333,12.469333,12.795333,12.795333,67548000
2015-01-21,12.636667,13.245333,12.634000,13.104667,13.104667,62295000
2015-01-22,13.133333,13.549333,13.013333,13.441333,13.441333,61753500
2015-01-23,13.352667,13.566667,13.222000,13.419333,13.419333,51579000
2015-01-26,13.455333,13.908000,13.403333,13.770000,13.770000,48517500
2015-01-27,13.628000,13.868667,13.553333,13.732000,13.732000,41715000
2015-01-28,13.740667,13.758000,13.228000,13.291333,13.291333,47244000
2015-01-29,13.404667,13.732000,13.100000,13.680000,13.680000,53221500
2015-01-30,13.597333,13.831333,13.533333,13.573333,13.573333,45105000
2015-02-02,13.598000,14.130000,13.553333,14.062667,14.062667,62238000
2015-02-03,14.214667,14.691333,14.084667,14.557333,14.557333,72393000
2015-02-04,14.552667,14.765333,14.453333,14.570000,14.570000,49581000
2015-02-05,14.658667,15.032000,14.642667,14.732667,14.732667,52843500
2015-02-06,14.800000,14.893333,14.433333,14.490667,14.490667,48658500
2015-02-09,14.358667,14.528667,14.132667,14.498667,14.498667,52086000
2015-02-10,14.503333,14.700000,14.333333,14.419333,14.419333,80857500
2015-02-11,14.147333,14.316000,13.818667,14.186667,14.186667,146536500
2015-02-12,12.904667,13.539333,12.885333,13.525333,13.525333,234744000
2015-02-13,13.526667,13.732667,13.394000,13.584667,13.584667,92865000
2015-02-17,13.713333,13.713333,13.433333,13.623333,13.623333,59694000
2015-02-18,13.611333,13.744667,13.506667,13.630667,13.630667,40704000
2015-02-19,13.666667,14.162667,13.583333,14.114000,14.114000,77311500
2015-02-20,14.052000,14.506667,13.987333,14.474000,14.474000,89731500
2015-02-23,14.377333,14.546667,13.755333,13.822667,13.822667,127497000
2015-02-24,13.819333,13.819333,13.446667,13.607333,13.607333,99054000
2015-02-25,13.662667,13.809333,13.505333,13.584000,13.584000,58642500
2015-02-26,13.600000,14.072667,13.481333,13.812667,13.812667,97093500
2015-02-27,13.793333,13.903333,13.520000,13.556000,13.556000,58231500
2015-03-02,13.513333,13.556000,13.055333,13.155333,13.155333,118831500
2015-03-03,13.120667,13.349333,13.021333,13.304000,13.304000,66484500
2015-03-04,13.283333,13.501333,13.147333,13.496000,13.496000,63330000
2015-03-05,13.523333,13.746000,13.343333,13.375333,13.375333,73155000
2015-03-06,13.280667,13.383333,12.810000,12.925333,12.925333,100686000
2015-03-09,12.959333,12.966000,12.550000,12.725333,12.725333,101050500
2015-03-10,12.564000,12.900000,12.506667,12.688000,12.688000,83695500
2015-03-11,12.743333,13.078667,12.734000,12.916000,12.916000,74623500
2015-03-12,12.916667,12.963333,12.650000,12.738000,12.738000,62239500
2015-03-13,12.596667,12.783333,12.488000,12.578667,12.578667,81514500
2015-03-16,12.800000,13.060667,12.653333,13.046667,13.046667,84432000
2015-03-17,13.028667,13.247333,12.929333,12.982000,12.982000,73411500
2015-03-18,12.997333,13.392000,12.874000,13.380667,13.380667,72313500
2015-03-19,13.466667,13.639333,12.968667,13.043333,13.043333,127128000
2015-03-20,13.163333,13.266000,13.041333,13.205333,13.205333,64042500
2015-03-23,13.233333,13.366667,13.164667,13.308667,13.308667,39474000
2015-03-24,13.438667,13.586000,13.316667,13.448000,13.448000,54748500
2015-03-25,13.218000,13.239333,12.846667,12.953333,12.953333,85956000
2015-03-26,12.928000,12.986000,12.646667,12.694000,12.694000,61920000
2015-03-27,12.604667,12.619333,12.093333,12.333333,12.333333,129073500
